"Time (s) Run #1";"Angle (rad) Run #1";"Position (m) Run #1";"Magnetic Field Strength (100X) (T) Run #1";"Time (s) Run #3";"Angle (rad) Run #3";"Position (m) Run #3";"Magnetic Field Strength (100X) (T) Run #3";"Time (s) Run #4";"Angle (rad) Run #4";"Position (m) Run #4";"Magnetic Field Strength (100X) (T) Run #4";"Time (s) Run #5";"Angle (rad) Run #5";"Position (m) Run #5";"Magnetic Field Strength (100X) (T) Run #5";"Time (s) Run #6";"Angle (rad) Run #6";"Position (m) Run #6";"Magnetic Field Strength (100X) (T) Run #6";"Time (s) Run #7";"Angle (rad) Run #7";"Position (m) Run #7";"Magnetic Field Strength (100X) (T) Run #7";"Time (s) Run #8";"Angle (rad) Run #8";"Position (m) Run #8";"Magnetic Field Strength (100X) (T) Run #8"
8.350;-2.758;-0.0768;;16.700;-6.769;-0.1885;2.7E-6;16.700;-7.661;-0.2134;1.8E-6;16.700;-6.618;-0.1843;2.5E-6;16.700;-1.568;-0.0437;1.8E-5;16.700;-6.373;-0.1775;2.8E-6;16.700;-3.388;-0.0944;4.2E-6
8.400;-2.752;-0.0767;6.8E-6;16.800;-6.673;-0.1858;2.9E-6;16.800;-7.549;-0.2103;1.9E-6;16.800;-6.546;-0.1823;2.5E-6;16.800;-1.412;-0.0393;1.8E-5;16.800;-6.264;-0.1745;2.9E-6;16.800;-3.288;-0.0916;4.6E-6
8.450;-2.744;-0.0764;;16.900;-6.583;-0.1834;3.2E-6;16.900;-7.427;-0.2068;2.0E-6;16.900;-6.472;-0.1803;2.6E-6;16.900;-1.260;-0.0351;1.7E-5;16.900;-6.153;-0.1714;3.0E-6;16.900;-3.181;-0.0886;4.9E-6
8.500;-2.732;-0.0761;6.9E-6;17.000;-6.502;-0.1811;3.4E-6;17.000;-7.290;-0.2030;2.2E-6;17.000;-6.404;-0.1784;2.8E-6;17.000;-1.109;-0.0309;1.7E-5;17.000;-6.044;-0.1684;3.2E-6;17.000;-3.077;-0.0857;5.2E-6
8.550;-2.716;-0.0756;;17.100;-6.426;-0.1790;3.6E-6;17.100;-7.146;-0.1990;2.4E-6;17.100;-6.343;-0.1767;2.9E-6;17.100;-0.963;-0.0268;1.6E-5;17.100;-5.952;-0.1658;3.3E-6;17.100;-2.981;-0.0830;5.5E-6
8.600;-2.699;-0.0752;7.0E-6;17.200;-6.348;-0.1768;3.8E-6;17.200;-7.003;-0.1950;2.5E-6;17.200;-6.286;-0.1751;2.9E-6;17.200;-0.818;-0.0228;1.5E-5;17.200;-5.870;-0.1635;3.5E-6;17.200;-2.890;-0.0805;5.8E-6
8.650;-2.684;-0.0748;;17.300;-6.267;-0.1746;4.0E-6;17.300;-6.869;-0.1913;2.6E-6;17.300;-6.234;-0.1736;2.9E-6;17.300;-0.680;-0.0189;1.3E-5;17.300;-5.782;-0.1610;3.6E-6;17.300;-2.794;-0.0778;6.1E-6
8.700;-2.672;-0.0744;7.1E-6;17.400;-6.181;-0.1722;4.3E-6;17.400;-6.747;-0.1879;2.9E-6;17.400;-6.186;-0.1723;3.0E-6;17.400;-0.550;-0.0153;1.2E-5;17.400;-5.683;-0.1583;3.8E-6;17.400;-2.699;-0.0752;6.5E-6
8.750;-2.666;-0.0742;;17.500;-6.099;-0.1699;4.5E-6;17.500;-6.629;-0.1846;3.0E-6;17.500;-6.137;-0.1709;3.1E-6;17.500;-0.427;-0.0119;9.8E-6;17.500;-5.575;-0.1553;3.9E-6;17.500;-2.608;-0.0726;6.9E-6
8.800;-2.661;-0.0741;7.2E-6;17.600;-6.021;-0.1677;4.7E-6;17.600;-6.514;-0.1814;3.3E-6;17.600;-6.081;-0.1694;3.2E-6;17.600;-0.306;-0.0085;8.1E-6;17.600;-5.465;-0.1522;4.1E-6;17.600;-2.507;-0.0698;7.3E-6
8.850;-2.655;-0.0739;;17.700;-5.947;-0.1656;5.0E-6;17.700;-6.396;-0.1781;3.5E-6;17.700;-6.011;-0.1674;3.3E-6;17.700;-0.196;-0.0055;6.4E-6;17.700;-5.356;-0.1492;4.3E-6;17.700;-2.392;-0.0666;7.7E-6
8.900;-2.644;-0.0736;7.3E-6;17.800;-5.878;-0.1637;5.2E-6;17.800;-6.274;-0.1747;3.7E-6;17.800;-5.934;-0.1653;3.4E-6;17.800;-0.096;-0.0027;4.7E-6;17.800;-5.240;-0.1460;4.6E-6;17.800;-2.273;-0.0633;8.2E-6
8.950;-2.630;-0.0732;;17.900;-5.804;-0.1617;5.6E-6;17.900;-6.151;-0.1713;4.0E-6;17.900;-5.853;-0.1630;3.6E-6;17.900;-0.002;-4.3750E-5;3.1E-6;17.900;-5.111;-0.1424;4.9E-6;17.900;-2.146;-0.0598;8.7E-6
9.000;-2.609;-0.0727;7.4E-6;18.000;-5.719;-0.1593;5.9E-6;18.000;-6.037;-0.1681;4.2E-6;18.000;-5.770;-0.1607;3.7E-6;18.000;0.094;0.0026;1.5E-6;18.000;-4.970;-0.1384;5.3E-6;18.000;-2.029;-0.0565;9.1E-6
9.050;-2.584;-0.0720;;18.100;-5.627;-0.1567;6.2E-6;18.100;-5.931;-0.1652;4.5E-6;18.100;-5.686;-0.1584;3.8E-6;18.100;0.193;0.0054;-2.2E-7;18.100;-4.835;-0.1347;5.6E-6;18.100;-1.927;-0.0537;9.5E-6
9.100;-2.553;-0.0711;7.7E-6;18.200;-5.537;-0.1542;6.6E-6;18.200;-5.823;-0.1622;4.8E-6;18.200;-5.603;-0.1561;3.9E-6;18.200;0.300;0.0084;-2.1E-6;18.200;-4.717;-0.1314;6.0E-6;18.200;-1.844;-0.0514;9.8E-6
9.150;-2.520;-0.0702;;18.300;-5.452;-0.1519;7.0E-6;18.300;-5.718;-0.1592;5.1E-6;18.300;-5.523;-0.1538;4.1E-6;18.300;0.419;0.0117;-4.3E-6;18.300;-4.612;-0.1285;6.3E-6;18.300;-1.767;-0.0492;1.0E-5
9.200;-2.490;-0.0693;8.0E-6;18.400;-5.369;-0.1495;7.4E-6;18.400;-5.619;-0.1565;5.4E-6;18.400;-5.440;-0.1515;4.3E-6;18.400;0.540;0.0150;-6.2E-6;18.400;-4.514;-0.1257;6.5E-6;18.400;-1.687;-0.0470;1.0E-5
9.250;-2.463;-0.0686;;18.500;-5.292;-0.1474;7.8E-6;18.500;-5.515;-0.1536;5.8E-6;18.500;-5.356;-0.1492;4.5E-6;18.500;0.658;0.0183;-8.1E-6;18.500;-4.425;-0.1232;6.8E-6;18.500;-1.582;-0.0441;1.0E-5
9.300;-2.439;-0.0679;8.3E-6;18.600;-5.217;-0.1453;8.2E-6;18.600;-5.388;-0.1501;6.3E-6;18.600;-5.267;-0.1467;4.7E-6;18.600;0.765;0.0213;-9.6E-6;18.600;-4.343;-0.1210;7.1E-6;18.600;-1.462;-0.0407;1.1E-5
9.350;-2.421;-0.0674;;18.700;-5.133;-0.1430;8.7E-6;18.700;-5.257;-0.1464;6.7E-6;18.700;-5.174;-0.1441;4.9E-6;18.700;0.862;0.0240;-1.1E-5;18.700;-4.260;-0.1187;7.5E-6;18.700;-1.343;-0.0374;1.1E-5
9.400;-2.403;-0.0669;8.4E-6;18.800;-5.036;-0.1403;9.3E-6;18.800;-5.132;-0.1429;7.3E-6;18.800;-5.078;-0.1414;5.2E-6;18.800;0.968;0.0269;-1.2E-5;18.800;-4.178;-0.1164;7.8E-6;18.800;-1.211;-0.0337;1.1E-5
9.450;-2.389;-0.0665;;18.900;-4.923;-0.1371;1.0E-5;18.900;-5.014;-0.1396;7.8E-6;18.900;-4.979;-0.1387;5.4E-6;18.900;1.092;0.0304;-1.4E-5;18.900;-4.103;-0.1143;8.1E-6;18.900;-1.079;-0.0301;1.0E-5
9.500;-2.377;-0.0662;8.5E-6;19.000;-4.796;-0.1336;1.1E-5;19.000;-4.918;-0.1370;8.3E-6;19.000;-4.873;-0.1357;5.7E-6;19.000;1.236;0.0344;-1.5E-5;19.000;-4.031;-0.1123;8.5E-6;19.000;-0.957;-0.0266;9.9E-6
9.550;-2.362;-0.0658;;19.100;-4.659;-0.1298;1.2E-5;19.100;-4.849;-0.1351;8.6E-6;19.100;-4.764;-0.1327;6.1E-6;19.100;1.385;0.0386;-1.6E-5;19.100;-3.960;-0.1103;8.8E-6;19.100;-0.864;-0.0241;9.5E-6
9.600;-2.345;-0.0653;8.8E-6;19.200;-4.519;-0.1259;1.3E-5;19.200;-4.786;-0.1333;8.9E-6;19.200;-4.656;-0.1297;6.5E-6;19.200;1.574;0.0438;-1.7E-5;19.200;-3.880;-0.1081;9.1E-6;19.200;-0.787;-0.0219;9.0E-6
9.650;-2.328;-0.0648;;19.300;-4.368;-0.1217;1.4E-5;19.300;-4.722;-0.1315;9.3E-6;19.300;-4.549;-0.1267;6.9E-6;19.300;1.767;0.0492;-1.8E-5;19.300;-3.795;-0.1057;9.5E-6;19.300;-0.683;-0.0190;8.2E-6
9.700;-2.309;-0.0643;9.0E-6;19.400;-4.208;-0.1172;1.6E-5;19.400;-4.650;-0.1295;9.7E-6;19.400;-4.444;-0.1238;7.3E-6;19.400;1.953;0.0544;-1.7E-5;19.400;-3.713;-0.1034;1.0E-5;19.400;-0.554;-0.0154;7.1E-6
9.750;-2.292;-0.0638;;19.500;-4.037;-0.1124;1.7E-5;19.500;-4.552;-0.1268;1.0E-5;19.500;-4.332;-0.1207;7.8E-6;19.500;2.130;0.0593;-1.7E-5;19.500;-3.622;-0.1009;1.1E-5;19.500;-0.408;-0.0114;5.5E-6
9.800;-2.271;-0.0633;9.1E-6;19.600;-3.866;-0.1077;1.9E-5;19.600;-4.428;-0.1233;1.1E-5;19.600;-4.214;-0.1174;8.3E-6;19.600;2.298;0.0640;-1.6E-5;19.600;-3.509;-0.0977;1.1E-5;19.600;-0.250;-0.0070;3.7E-6
9.850;-2.249;-0.0627;;19.700;-3.702;-0.1031;2.0E-5;19.700;-4.271;-0.1190;1.2E-5;19.700;-4.097;-0.1141;8.8E-6;19.700;2.455;0.0684;-1.6E-5;19.700;-3.382;-0.0942;1.2E-5;19.700;-0.101;-0.0028;1.9E-6
9.900;-2.227;-0.0620;9.4E-6;19.800;-3.553;-0.0990;2.2E-5;19.800;-4.104;-0.1143;1.3E-5;19.800;-3.988;-0.1111;9.4E-6;19.800;2.592;0.0722;-1.5E-5;19.800;-3.250;-0.0905;1.3E-5;19.800;0.013;3.5000E-4;7.4E-7
9.950;-2.204;-0.0614;;19.900;-3.416;-0.0952;2.3E-5;19.900;-3.949;-0.1100;1.5E-5;19.900;-3.885;-0.1082;9.9E-6;19.900;2.708;0.0754;-1.4E-5;19.900;-3.127;-0.0871;1.4E-5;19.900;0.061;0.0017;2.8E-7
10.000;-2.174;-0.0606;9.7E-6;20.000;-3.285;-0.0915;2.4E-5;20.000;-3.814;-0.1062;1.6E-5;20.000;-3.786;-0.1054;1.0E-5;20.000;2.813;0.0784;-1.3E-5;20.000;-3.005;-0.0837;1.5E-5;20.000;0.064;0.0018;2.4E-7
10.050;-2.139;-0.0596;;20.100;-3.159;-0.0880;2.5E-5;20.100;-3.706;-0.1032;1.7E-5;20.100;-3.688;-0.1027;1.1E-5;20.100;2.911;0.0811;-1.3E-5;20.100;-2.898;-0.0807;1.6E-5;20.100;0.064;0.0018;1.9E-7
10.100;-2.103;-0.0586;1.0E-5;20.200;-3.033;-0.0845;2.5E-5;20.200;-3.619;-0.1008;1.7E-5;20.200;-3.586;-0.0999;1.2E-5;20.200;2.999;0.0835;-1.2E-5;20.200;-2.793;-0.0778;1.7E-5;20.200;0.064;0.0018;1.9E-7
10.150;-2.062;-0.0574;;20.300;-2.912;-0.0811;2.6E-5;20.300;-3.555;-0.0990;1.8E-5;20.300;-3.465;-0.0965;1.3E-5;20.300;3.087;0.0860;-1.2E-5;20.300;-2.680;-0.0746;1.8E-5;20.300;0.064;0.0018;1.8E-7
10.200;-2.023;-0.0564;1.1E-5;20.400;-2.790;-0.0777;2.6E-5;20.400;-3.497;-0.0974;1.8E-5;20.400;-3.336;-0.0929;1.4E-5;20.400;3.179;0.0885;-1.1E-5;20.400;-2.551;-0.0711;2.0E-5;20.400;0.064;0.0018;1.9E-7
10.250;-1.984;-0.0553;;20.500;-2.658;-0.0740;2.7E-5;20.500;-3.427;-0.0955;1.9E-5;20.500;-3.211;-0.0894;1.4E-5;20.500;3.283;0.0914;-1.0E-5;20.500;-2.410;-0.0671;2.1E-5;20.500;0.068;0.0019;1.2E-7
10.300;-1.948;-0.0543;1.1E-5;20.600;-2.518;-0.0701;2.7E-5;20.600;-3.340;-0.0930;2.0E-5;20.600;-3.101;-0.0864;1.5E-5;20.600;3.398;0.0946;-9.8E-6;20.600;-2.273;-0.0633;2.3E-5;20.600;0.086;0.0024;-2.2E-7
10.350;-1.916;-0.0534;;20.700;-2.381;-0.0663;2.7E-5;20.700;-3.233;-0.0900;2.0E-5;20.700;-3.018;-0.0840;1.6E-5;20.700;3.503;0.0976;-9.3E-6;20.700;-2.146;-0.0598;2.4E-5;20.700;0.116;0.0032;-5.2E-7
10.400;-1.890;-0.0526;1.1E-5;20.800;-2.259;-0.0629;2.7E-5;20.800;-3.113;-0.0867;2.1E-5;20.800;-2.952;-0.0822;1.7E-5;20.800;3.616;0.1007;-8.6E-6;20.800;-2.023;-0.0564;2.6E-5;20.800;0.143;0.0040;-8.3E-7
10.450;-1.861;-0.0518;;20.900;-2.161;-0.0602;2.6E-5;20.900;-2.989;-0.0833;2.2E-5;20.900;-2.890;-0.0805;1.7E-5;20.900;3.749;0.1044;-7.9E-6;20.900;-1.907;-0.0531;2.8E-5;20.900;0.159;0.0044;-9.9E-7
10.500;-1.835;-0.0511;1.2E-5;21.000;-2.080;-0.0579;2.6E-5;21.000;-2.870;-0.0799;2.3E-5;21.000;-2.824;-0.0787;1.8E-5;21.000;3.888;0.1083;-7.3E-6;21.000;-1.791;-0.0499;2.9E-5;21.000;0.174;0.0049;-1.3E-6
10.550;-1.808;-0.0504;;21.100;-1.998;-0.0556;2.6E-5;21.100;-2.754;-0.0767;2.3E-5;21.100;-2.752;-0.0767;1.9E-5;21.100;4.006;0.1116;-6.8E-6;21.100;-1.695;-0.0472;3.1E-5;21.100;0.198;0.0055;-1.6E-6
10.600;-1.781;-0.0496;1.2E-5;21.200;-1.910;-0.0532;2.5E-5;21.200;-2.637;-0.0735;2.4E-5;21.200;-2.677;-0.0746;1.9E-5;21.200;4.108;0.1144;-6.4E-6;21.200;-1.590;-0.0443;3.2E-5;21.200;0.217;0.0060;-1.8E-6
10.650;-1.753;-0.0488;;21.300;-1.810;-0.0504;2.5E-5;21.300;-2.526;-0.0703;2.4E-5;21.300;-2.597;-0.0723;2.0E-5;21.300;4.203;0.1171;-6.1E-6;21.300;-1.488;-0.0414;3.4E-5;21.300;0.243;0.0068;-2.2E-6
10.700;-1.725;-0.0480;1.3E-5;21.400;-1.689;-0.0470;2.4E-5;21.400;-2.422;-0.0675;2.4E-5;21.400;-2.513;-0.0700;2.1E-5;21.400;4.310;0.1200;-5.6E-6;21.400;-1.401;-0.0390;3.5E-5;21.400;0.283;0.0079;-2.7E-6
10.750;-1.696;-0.0473;;21.500;-1.560;-0.0434;2.3E-5;21.500;-2.314;-0.0644;2.4E-5;21.500;-2.430;-0.0677;2.2E-5;21.500;4.441;0.1237;-5.1E-6;21.500;-1.324;-0.0369;3.6E-5;21.500;0.325;0.0091;-3.3E-6
10.800;-1.667;-0.0464;1.3E-5;21.600;-1.423;-0.0396;2.2E-5;21.600;-2.207;-0.0615;2.4E-5;21.600;-2.347;-0.0654;2.3E-5;21.600;4.599;0.1281;-4.7E-6;21.600;-1.255;-0.0350;3.7E-5;21.600;0.372;0.0104;-3.8E-6
10.850;-1.635;-0.0455;;21.700;-1.280;-0.0357;2.1E-5;21.700;-2.110;-0.0588;2.3E-5;21.700;-2.267;-0.0631;2.4E-5;21.700;4.761;0.1326;-4.2E-6;21.700;-1.194;-0.0333;3.8E-5;21.700;0.419;0.0117;-4.5E-6
10.900;-1.604;-0.0447;1.4E-5;21.800;-1.129;-0.0315;2.1E-5;21.800;-2.011;-0.0560;2.3E-5;21.800;-2.182;-0.0608;2.5E-5;21.800;4.907;0.1367;-3.9E-6;21.800;-1.134;-0.0316;3.9E-5;21.800;0.478;0.0133;-5.1E-6
10.950;-1.571;-0.0438;;21.900;-0.972;-0.0271;2.0E-5;21.900;-1.920;-0.0535;2.2E-5;21.900;-2.092;-0.0583;2.6E-5;21.900;5.025;0.1400;-3.6E-6;21.900;-1.078;-0.0300;3.9E-5;21.900;0.550;0.0153;-5.9E-6
11.000;-1.538;-0.0428;1.4E-5;22.000;-0.814;-0.0227;1.9E-5;22.000;-1.828;-0.0509;2.2E-5;22.000;-1.990;-0.0554;2.7E-5;22.000;5.138;0.1431;-3.4E-6;22.000;-1.012;-0.0282;4.0E-5;22.000;0.630;0.0175;-6.7E-6
11.050;-1.505;-0.0419;;22.100;-0.664;-0.0185;1.8E-5;22.100;-1.748;-0.0487;2.1E-5;22.100;-1.874;-0.0522;2.8E-5;22.100;5.264;0.1466;-3.1E-6;22.100;-0.936;-0.0261;4.1E-5;22.100;0.705;0.0196;-7.4E-6
11.100;-1.469;-0.0409;1.5E-5;22.200;-0.520;-0.0145;1.8E-5;22.200;-1.679;-0.0468;2.1E-5;22.200;-1.748;-0.0487;2.9E-5;22.200;5.377;0.1498;-2.9E-6;22.200;-0.839;-0.0234;4.2E-5;22.200;0.787;0.0219;-8.1E-6
11.150;-1.434;-0.0399;;22.300;-0.382;-0.0106;1.7E-5;22.300;-1.610;-0.0448;2.0E-5;22.300;-1.618;-0.0451;3.1E-5;22.300;5.484;0.1527;-2.8E-6;22.300;-0.726;-0.0202;4.3E-5;22.300;0.878;0.0245;-8.8E-6
11.200;-1.398;-0.0389;1.5E-5;22.400;-0.248;-0.0069;1.7E-5;22.400;-1.536;-0.0428;2.0E-5;22.400;-1.489;-0.0415;3.2E-5;22.400;5.600;0.1560;-2.6E-6;22.400;-0.613;-0.0171;4.4E-5;22.400;0.971;0.0270;-9.3E-6
11.250;-1.360;-0.0379;;22.500;-0.124;-0.0035;1.7E-5;22.500;-1.453;-0.0405;1.9E-5;22.500;-1.363;-0.0380;3.3E-5;22.500;5.707;0.1589;-2.4E-6;22.500;-0.514;-0.0143;4.5E-5;22.500;1.060;0.0295;-9.8E-6
11.300;-1.321;-0.0368;1.6E-5;22.600;0.003;8.7500E-5;1.7E-5;22.600;-1.362;-0.0379;1.8E-5;22.600;-1.250;-0.0348;3.4E-5;22.600;5.807;0.1617;-2.3E-6;22.600;-0.432;-0.0120;4.6E-5;22.600;1.147;0.0319;-1.0E-5
11.350;-1.280;-0.0357;;22.700;0.143;0.0040;1.7E-5;22.700;-1.257;-0.0350;1.7E-5;22.700;-1.145;-0.0319;3.4E-5;22.700;5.901;0.1644;-2.1E-6;22.700;-0.353;-0.0098;4.6E-5;22.700;1.228;0.0342;-1.0E-5
11.400;-1.239;-0.0345;1.7E-5;22.800;0.278;0.0077;1.7E-5;22.800;-1.142;-0.0318;1.6E-5;22.800;-1.045;-0.0291;3.5E-5;22.800;5.991;0.1669;-2.0E-6;22.800;-0.272;-0.0076;4.7E-5;22.800;1.299;0.0362;-1.0E-5
11.450;-1.199;-0.0334;;22.900;0.402;0.0112;1.7E-5;22.900;-1.026;-0.0286;1.4E-5;22.900;-0.936;-0.0261;3.5E-5;22.900;6.071;0.1691;-1.9E-6;22.900;-0.181;-0.0050;4.7E-5;22.900;1.356;0.0378;-1.1E-5
11.500;-1.158;-0.0322;1.7E-5;23.000;0.515;0.0144;1.8E-5;23.000;-0.908;-0.0253;1.3E-5;23.000;-0.829;-0.0231;3.6E-5;23.000;6.142;0.1711;-1.9E-6;23.000;-0.086;-0.0024;4.7E-5;23.000;1.400;0.0390;-1.1E-5
11.550;-1.115;-0.0311;;23.100;0.624;0.0174;1.8E-5;23.100;-0.790;-0.0220;1.2E-5;23.100;-0.719;-0.0200;3.6E-5;23.100;6.211;0.1730;-1.8E-6;23.100;0.005;1.3125E-4;4.7E-5;23.100;1.444;0.0402;-1.1E-5
11.600;-1.071;-0.0298;1.8E-5;23.200;0.730;0.0203;1.8E-5;23.200;-0.672;-0.0187;1.0E-5;23.200;-0.614;-0.0171;3.6E-5;23.200;6.286;0.1751;-1.8E-6;23.200;0.086;0.0024;4.7E-5;23.200;1.502;0.0418;-1.1E-5
11.650;-1.027;-0.0286;;23.300;0.837;0.0233;1.9E-5;23.300;-0.542;-0.0151;9.0E-6;23.300;-0.514;-0.0143;3.6E-5;23.300;6.373;0.1775;-1.7E-6;23.300;0.165;0.0046;4.7E-5;23.300;1.579;0.0440;-1.1E-5
11.700;-0.985;-0.0274;1.9E-5;23.400;0.933;0.0260;1.9E-5;23.400;-0.412;-0.0115;7.6E-6;23.400;-0.418;-0.0116;3.6E-5;23.400;6.469;0.1802;-1.6E-6;23.400;0.243;0.0068;4.7E-5;23.400;1.648;0.0459;-1.0E-5
11.750;-0.944;-0.0263;;23.500;1.021;0.0284;2.0E-5;23.500;-0.287;-0.0080;6.3E-6;23.500;-0.324;-0.0090;3.7E-5;23.500;6.575;0.1831;-1.5E-6;23.500;0.320;0.0089;4.6E-5;23.500;1.701;0.0474;-1.0E-5
11.800;-0.908;-0.0253;1.9E-5;23.600;1.089;0.0303;2.0E-5;23.600;-0.165;-0.0046;4.8E-6;23.600;-0.240;-0.0067;3.7E-5;23.600;6.684;0.1862;-1.4E-6;23.600;0.402;0.0112;4.6E-5;23.600;1.758;0.0490;-1.0E-5
11.850;-0.873;-0.0243;;23.700;1.155;0.0322;2.0E-5;23.700;-0.025;-7.0000E-4;3.3E-6;23.700;-0.173;-0.0048;3.7E-5;23.700;6.809;0.1897;-1.3E-6;23.700;0.487;0.0136;4.6E-5;23.700;1.808;0.0504;-1.0E-5
11.900;-0.839;-0.0234;2.0E-5;23.800;1.224;0.0341;2.1E-5;23.800;0.119;0.0033;1.8E-6;23.800;-0.116;-0.0032;3.7E-5;23.800;6.952;0.1936;-1.2E-6;23.800;0.580;0.0161;4.5E-5;23.800;1.874;0.0522;-9.9E-6
11.950;-0.800;-0.0223;;23.900;1.302;0.0363;2.1E-5;23.900;0.242;0.0067;5.3E-7;23.900;-0.066;-0.0018;3.7E-5;23.900;7.094;0.1976;-1.1E-6;23.900;0.683;0.0190;4.4E-5;23.900;1.956;0.0545;-9.6E-6
12.000;-0.759;-0.0211;2.1E-5;24.000;1.395;0.0389;2.2E-5;24.000;0.344;0.0096;-4.8E-7;24.000;-0.017;-4.8125E-4;3.7E-5;24.000;7.223;0.2012;-1.1E-6;24.000;0.796;0.0222;4.3E-5;24.000;2.028;0.0565;-9.4E-6
12.050;-0.718;-0.0200;;24.100;1.491;0.0415;2.3E-5;24.100;0.437;0.0122;-1.5E-6;24.100;0.044;0.0012;3.7E-5;24.100;7.345;0.2046;-1.0E-6;24.100;0.905;0.0252;4.2E-5;24.100;2.092;0.0583;-9.2E-6
12.100;-0.680;-0.0189;2.1E-5;24.200;1.604;0.0447;2.4E-5;24.200;0.512;0.0143;-2.5E-6;24.200;0.118;0.0033;3.7E-5;24.200;7.472;0.2081;-9.1E-7;24.200;0.999;0.0278;4.1E-5;24.200;2.135;0.0595;-9.1E-6
12.150;-0.646;-0.0180;;24.300;1.723;0.0480;2.4E-5;24.300;0.602;0.0168;-3.4E-6;24.300;0.192;0.0053;3.7E-5;24.300;7.592;0.2114;-8.4E-7;24.300;1.089;0.0303;4.0E-5;24.300;2.169;0.0604;-8.9E-6
12.200;-0.611;-0.0170;2.2E-5;24.400;1.843;0.0513;2.5E-5;24.400;0.691;0.0193;-4.4E-6;24.400;0.272;0.0076;3.7E-5;24.400;7.709;0.2147;-7.9E-7;24.400;1.175;0.0327;3.9E-5;24.400;2.210;0.0616;-8.8E-6
12.250;-0.581;-0.0162;;24.500;1.962;0.0546;2.6E-5;24.500;0.787;0.0219;-5.4E-6;24.500;0.360;0.0100;3.7E-5;24.500;7.791;0.2170;-8.0E-7;24.500;1.253;0.0349;3.8E-5;24.500;2.248;0.0626;-8.6E-6
12.300;-0.554;-0.0154;2.2E-5;24.600;2.084;0.0581;2.6E-5;24.600;0.884;0.0246;-6.5E-6;24.600;0.449;0.0125;3.7E-5;24.600;7.862;0.2190;-8.1E-7;24.600;1.323;0.0368;3.7E-5;24.600;2.281;0.0635;-8.5E-6
12.350;-0.536;-0.0149;;24.700;2.216;0.0617;2.7E-5;24.700;0.972;0.0271;-7.4E-6;24.700;0.553;0.0154;3.7E-5;24.700;7.922;0.2206;-8.4E-7;24.700;1.387;0.0386;3.6E-5;24.700;2.320;0.0646;-8.4E-6
12.400;-0.518;-0.0144;2.2E-5;24.800;2.344;0.0653;2.7E-5;24.800;1.052;0.0293;-8.2E-6;24.800;0.660;0.0184;3.7E-5;24.800;7.970;0.2220;-7.9E-7;24.800;1.450;0.0404;3.5E-5;24.800;2.359;0.0657;-8.2E-6
12.450;-0.500;-0.0139;;24.900;2.465;0.0686;2.7E-5;24.900;1.125;0.0313;-9.0E-6;24.900;0.757;0.0211;3.7E-5;24.900;8.020;0.2234;-7.5E-7;24.900;1.517;0.0423;3.4E-5;24.900;2.405;0.0670;-8.0E-6
12.500;-0.479;-0.0133;2.3E-5;25.000;2.586;0.0720;2.7E-5;25.000;1.194;0.0333;-9.9E-6;25.000;0.840;0.0234;3.7E-5;25.000;8.080;0.2250;-7.3E-7;25.000;1.582;0.0441;3.3E-5;25.000;2.454;0.0683;-7.8E-6
12.550;-0.460;-0.0128;;25.100;2.706;0.0754;2.7E-5;25.100;1.250;0.0348;-1.0E-5;25.100;0.908;0.0253;3.7E-5;25.100;8.152;0.2271;-6.8E-7;25.100;1.638;0.0456;3.3E-5;25.100;2.512;0.0700;-7.6E-6
12.600;-0.443;-0.0123;2.3E-5;25.200;2.834;0.0789;2.6E-5;25.200;1.293;0.0360;-1.1E-5;25.200;0.971;0.0270;3.6E-5;25.200;8.231;0.2292;-6.8E-7;25.200;1.692;0.0471;3.2E-5;25.200;2.571;0.0716;-7.3E-6
