"Time (s) Run #1";"Angle (rad) Run #1";"Position (m) Run #1";"Magnetic Field Strength (100X) (T) Run #1";"Time (s) Run #3";"Angle (rad) Run #3";"Position (m) Run #3";"Magnetic Field Strength (100X) (T) Run #3";"Time (s) Run #4";"Angle (rad) Run #4";"Position (m) Run #4";"Magnetic Field Strength (100X) (T) Run #4";"Time (s) Run #5";"Angle (rad) Run #5";"Position (m) Run #5";"Magnetic Field Strength (100X) (T) Run #5";"Time (s) Run #6";"Angle (rad) Run #6";"Position (m) Run #6";"Magnetic Field Strength (100X) (T) Run #6";"Time (s) Run #7";"Angle (rad) Run #7";"Position (m) Run #7";"Magnetic Field Strength (100X) (T) Run #7";"Time (s) Run #8";"Angle (rad) Run #8";"Position (m) Run #8";"Magnetic Field Strength (100X) (T) Run #8"
12.650;-0.427;-0.0119;;25.300;2.956;0.0823;2.6E-5;25.300;1.341;0.0374;-1.1E-5;25.300;1.049;0.0292;3.6E-5;25.300;8.325;0.2319;-6.4E-7;25.300;1.750;0.0487;3.1E-5;25.300;2.637;0.0735;-7.1E-6
12.700;-0.410;-0.0114;2.3E-5;25.400;3.074;0.0856;2.5E-5;25.400;1.396;0.0389;-1.2E-5;25.400;1.144;0.0318;3.6E-5;25.400;8.421;0.2345;-6.6E-7;25.400;1.808;0.0504;3.0E-5;25.400;2.702;0.0753;-6.9E-6
12.750;-0.390;-0.0109;;25.500;3.179;0.0886;2.4E-5;25.500;1.459;0.0406;-1.3E-5;25.500;1.250;0.0348;3.6E-5;25.500;8.504;0.2369;-6.5E-7;25.500;1.863;0.0519;2.9E-5;25.500;2.752;0.0767;-6.6E-6
12.800;-0.368;-0.0102;2.3E-5;25.600;3.269;0.0910;2.4E-5;25.600;1.528;0.0426;-1.4E-5;25.600;1.371;0.0382;3.5E-5;25.600;8.578;0.2389;-5.5E-7;25.600;1.918;0.0534;2.9E-5;25.600;2.823;0.0786;-6.3E-6
12.850;-0.346;-0.0096;;25.700;3.352;0.0934;2.3E-5;25.700;1.596;0.0445;-1.4E-5;25.700;1.503;0.0419;3.5E-5;25.700;8.636;0.2405;-5.6E-7;25.700;1.971;0.0549;2.8E-5;25.700;2.889;0.0805;-6.0E-6
12.900;-0.325;-0.0091;2.4E-5;25.800;3.435;0.0957;2.2E-5;25.800;1.663;0.0463;-1.5E-5;25.800;1.637;0.0456;3.4E-5;25.800;8.710;0.2426;-5.6E-7;25.800;2.015;0.0561;2.7E-5;25.800;2.945;0.0820;-5.8E-6
12.950;-0.303;-0.0084;;25.900;3.519;0.0980;2.2E-5;25.900;1.729;0.0482;-1.6E-5;25.900;1.756;0.0489;3.3E-5;25.900;8.790;0.2448;-5.5E-7;25.900;2.051;0.0571;2.7E-5;25.900;3.002;0.0836;-5.7E-6
13.000;-0.280;-0.0078;2.4E-5;26.000;3.599;0.1002;2.1E-5;26.000;1.797;0.0501;-1.7E-5;26.000;1.865;0.0519;3.2E-5;26.000;8.866;0.2469;-5.4E-7;26.000;2.091;0.0582;2.6E-5;26.000;3.052;0.0850;-5.5E-6
13.050;-0.254;-0.0071;;26.100;3.682;0.1026;2.0E-5;26.100;1.866;0.0520;-1.7E-5;26.100;1.973;0.0549;3.1E-5;26.100;8.925;0.2486;-5.7E-7;26.100;2.132;0.0594;2.6E-5;26.100;3.110;0.0866;-5.3E-6
13.100;-0.229;-0.0064;2.4E-5;26.200;3.765;0.1049;1.9E-5;26.200;1.942;0.0541;-1.8E-5;26.200;2.075;0.0578;3.0E-5;26.200;8.971;0.2499;-5.7E-7;26.200;2.172;0.0605;2.5E-5;26.200;3.179;0.0886;-5.0E-6
13.150;-0.203;-0.0056;;26.300;3.839;0.1069;1.9E-5;26.300;2.028;0.0565;-1.9E-5;26.300;2.166;0.0603;2.9E-5;26.300;9.016;0.2511;-5.2E-7;26.300;2.213;0.0616;2.5E-5;26.300;3.258;0.0907;-4.8E-6
13.200;-0.181;-0.0050;2.5E-5;26.400;3.922;0.1092;1.8E-5;26.400;2.132;0.0594;-2.0E-5;26.400;2.242;0.0624;2.9E-5;26.400;9.064;0.2524;-5.4E-7;26.400;2.254;0.0628;2.4E-5;26.400;3.327;0.0927;-4.6E-6
13.250;-0.163;-0.0046;;26.500;4.010;0.1117;1.7E-5;26.500;2.235;0.0623;-2.1E-5;26.500;2.304;0.0642;2.8E-5;26.500;9.109;0.2537;-5.2E-7;26.500;2.284;0.0636;2.4E-5;26.500;3.380;0.0941;-4.4E-6
13.300;-0.149;-0.0042;2.5E-5;26.600;4.092;0.1140;1.7E-5;26.600;2.339;0.0651;-2.1E-5;26.600;2.361;0.0658;2.8E-5;26.600;9.155;0.2550;-4.8E-7;26.600;2.325;0.0647;2.3E-5;26.600;3.431;0.0956;-4.3E-6
13.350;-0.137;-0.0038;;26.700;4.167;0.1161;1.6E-5;26.700;2.432;0.0677;-2.2E-5;26.700;2.416;0.0673;2.7E-5;26.700;9.194;0.2561;-5.2E-7;26.700;2.383;0.0664;2.2E-5;26.700;3.478;0.0969;-4.1E-6
13.400;-0.127;-0.0035;2.5E-5;26.800;4.254;0.1185;1.5E-5;26.800;2.521;0.0702;-2.3E-5;26.800;2.468;0.0687;2.6E-5;26.800;9.221;0.2568;-4.7E-7;26.800;2.446;0.0681;2.2E-5;26.800;3.537;0.0985;-4.0E-6
13.450;-0.119;-0.0033;;26.900;4.337;0.1208;1.4E-5;26.900;2.601;0.0725;-2.3E-5;26.900;2.515;0.0700;2.6E-5;26.900;9.238;0.2573;-4.6E-7;26.900;2.502;0.0697;2.1E-5;26.900;3.619;0.1008;-3.8E-6
13.500;-0.110;-0.0031;2.5E-5;27.000;4.420;0.1231;1.4E-5;27.000;2.677;0.0746;-2.3E-5;27.000;2.559;0.0713;2.5E-5;27.000;9.272;0.2583;-4.8E-7;27.000;2.564;0.0714;2.0E-5;27.000;3.732;0.1040;-3.5E-6
13.550;-0.099;-0.0028;;27.100;4.514;0.1257;1.3E-5;27.100;2.739;0.0763;-2.3E-5;27.100;2.604;0.0725;2.5E-5;27.100;9.320;0.2596;-4.8E-7;27.100;2.623;0.0731;2.0E-5;27.100;3.866;0.1077;-3.2E-6
13.600;-0.088;-0.0025;2.5E-5;27.200;4.613;0.1285;1.2E-5;27.200;2.790;0.0777;-2.4E-5;27.200;2.658;0.0740;2.4E-5;27.200;9.384;0.2614;-4.8E-7;27.200;2.688;0.0749;1.9E-5;27.200;4.001;0.1114;-3.0E-6
13.650;-0.080;-0.0022;;27.300;4.716;0.1313;1.1E-5;27.300;2.838;0.0791;-2.4E-5;27.300;2.708;0.0754;2.4E-5;27.300;9.451;0.2632;-4.4E-7;27.300;2.747;0.0765;1.8E-5;27.300;4.123;0.1148;-2.7E-6
13.700;-0.071;-0.0020;2.5E-5;27.400;4.802;0.1337;1.1E-5;27.400;2.890;0.0805;-2.4E-5;27.400;2.750;0.0766;2.3E-5;27.400;9.491;0.2643;-4.3E-7;27.400;2.807;0.0782;1.8E-5;27.400;4.221;0.1176;-2.6E-6
13.750;-0.061;-0.0017;;27.500;4.880;0.1359;1.0E-5;27.500;2.950;0.0822;-2.4E-5;27.500;2.785;0.0776;2.3E-5;27.500;9.492;0.2644;-4.7E-7;27.500;2.884;0.0803;1.7E-5;27.500;4.304;0.1199;-2.5E-6
13.800;-0.050;-0.0014;2.5E-5;27.600;4.967;0.1383;9.8E-6;27.600;3.027;0.0843;-2.4E-5;27.600;2.813;0.0784;2.3E-5;27.600;9.491;0.2643;-4.5E-7;27.600;2.955;0.0823;1.6E-5;27.600;4.373;0.1218;-2.4E-6
13.850;-0.038;-0.0011;;27.700;5.063;0.1410;9.2E-6;27.700;3.107;0.0865;-2.4E-5;27.700;2.846;0.0793;2.2E-5;27.700;9.489;0.2643;-4.3E-7;27.700;3.011;0.0839;1.6E-5;27.700;4.431;0.1234;-2.4E-6
13.900;-0.025;-7.0000E-4;2.5E-5;27.800;5.160;0.1437;8.6E-6;27.800;3.175;0.0884;-2.3E-5;27.800;2.889;0.0805;2.2E-5;27.800;9.491;0.2643;-3.8E-7;27.800;3.066;0.0854;1.5E-5;27.800;4.481;0.1248;-2.3E-6
13.950;-0.013;-3.5000E-4;;27.900;5.262;0.1466;8.0E-6;27.900;3.233;0.0900;-2.3E-5;27.900;2.936;0.0818;2.1E-5;27.900;9.491;0.2643;-3.7E-7;27.900;3.121;0.0869;1.5E-5;27.900;4.527;0.1261;-2.1E-6
14.000;-0.002;-4.3750E-5;2.5E-5;28.000;5.374;0.1497;7.4E-6;28.000;3.300;0.0919;-2.3E-5;28.000;2.981;0.0830;2.1E-5;28.000;9.491;0.2643;-3.9E-7;28.000;3.182;0.0886;1.4E-5;28.000;4.576;0.1274;-2.1E-6
14.050;0.006;1.7500E-4;;28.100;5.479;0.1526;6.9E-6;28.100;3.362;0.0936;-2.3E-5;28.100;3.016;0.0840;2.0E-5;28.100;9.489;0.2643;-4.2E-7;28.100;3.237;0.0902;1.4E-5;28.100;4.629;0.1289;-2.0E-6
14.100;0.014;3.9375E-4;2.5E-5;28.200;5.589;0.1557;6.4E-6;28.200;3.431;0.0956;-2.2E-5;28.200;3.052;0.0850;2.0E-5;28.200;9.489;0.2643;-3.9E-7;28.200;3.286;0.0915;1.4E-5;28.200;4.689;0.1306;-2.0E-6
14.150;0.024;6.5625E-4;;28.300;5.708;0.1590;5.9E-6;28.300;3.506;0.0977;-2.2E-5;28.300;3.109;0.0866;1.9E-5;28.300;9.491;0.2643;-3.7E-7;28.300;3.330;0.0927;1.3E-5;28.300;4.747;0.1322;-1.9E-6
14.200;0.035;9.6250E-4;2.5E-5;28.400;5.828;0.1623;5.4E-6;28.400;3.578;0.0997;-2.2E-5;28.400;3.175;0.0884;1.9E-5;28.400;9.489;0.2643;-3.6E-7;28.400;3.374;0.0940;1.3E-5;28.400;4.811;0.1340;-1.8E-6
14.250;0.046;0.0013;;28.500;5.947;0.1656;5.0E-6;28.500;3.624;0.1009;-2.1E-5;28.500;3.242;0.0903;1.8E-5;28.500;9.489;0.2643;-3.9E-7;28.500;3.421;0.0953;1.3E-5;28.500;4.876;0.1358;-1.7E-6
14.300;0.053;0.0015;2.5E-5;28.600;6.073;0.1691;4.6E-6;28.600;3.636;0.1013;-2.1E-5;28.600;3.308;0.0921;1.7E-5;28.600;9.491;0.2643;-3.7E-7;28.600;3.468;0.0966;1.2E-5;28.600;4.942;0.1376;-1.7E-6
14.350;0.063;0.0017;;28.700;6.194;0.1725;4.2E-6;28.700;3.649;0.1016;-2.1E-5;28.700;3.363;0.0937;1.7E-5;28.700;9.491;0.2643;-3.5E-7;28.700;3.522;0.0981;1.2E-5;28.700;4.995;0.1391;-1.7E-6
14.400;0.071;0.0020;2.5E-5;28.800;6.308;0.1757;3.9E-6;28.800;3.684;0.1026;-2.1E-5;28.800;3.410;0.0950;1.7E-5;28.800;9.491;0.2643;-3.3E-7;28.800;3.585;0.0998;1.1E-5;28.800;5.044;0.1405;-1.6E-6
14.450;0.079;0.0022;;28.900;6.406;0.1784;3.6E-6;28.900;3.721;0.1036;-2.1E-5;28.900;3.454;0.0962;1.6E-5;28.900;9.491;0.2643;-3.2E-7;28.900;3.652;0.1017;1.1E-5;28.900;5.093;0.1418;-1.5E-6
14.500;0.088;0.0024;2.5E-5;29.000;6.481;0.1805;3.4E-6;29.000;3.790;0.1056;-2.0E-5;29.000;3.500;0.0975;1.6E-5;29.000;9.491;0.2643;-3.4E-7;29.000;3.721;0.1036;1.1E-5;29.000;5.151;0.1435;-1.5E-6
14.550;0.096;0.0027;;29.100;6.555;0.1826;3.3E-6;29.100;3.914;0.1090;-1.9E-5;29.100;3.558;0.0991;1.5E-5;29.100;9.491;0.2643;-3.8E-7;29.100;3.795;0.1057;1.0E-5;29.100;5.232;0.1457;-1.4E-6
14.600;0.104;0.0029;2.5E-5;29.200;6.629;0.1846;3.1E-6;29.200;4.032;0.1123;-1.8E-5;29.200;3.627;0.1010;1.5E-5;29.200;9.491;0.2643;-3.5E-7;29.200;3.881;0.1081;9.7E-6;29.200;5.305;0.1477;-1.3E-6
14.650;0.113;0.0031;;29.300;6.710;0.1869;2.9E-6;29.300;4.083;0.1137;-1.8E-5;29.300;3.701;0.1031;1.4E-5;29.300;9.491;0.2643;-3.5E-7;29.300;3.969;0.1106;9.3E-6;29.300;5.350;0.1490;-1.2E-6
14.700;0.126;0.0035;2.5E-5;29.400;6.791;0.1891;2.7E-6;29.400;4.086;0.1138;-1.8E-5;29.400;3.776;0.1052;1.3E-5;29.400;9.491;0.2643;-3.5E-7;29.400;4.046;0.1127;8.9E-6;29.400;5.383;0.1499;-1.3E-6
14.750;0.140;0.0039;;29.500;6.872;0.1914;2.6E-6;29.500;4.097;0.1141;-1.8E-5;29.500;3.852;0.1073;1.3E-5;29.500;9.491;0.2643;-3.5E-7;29.500;4.111;0.1145;8.6E-6;29.500;5.411;0.1507;-1.3E-6
14.800;0.157;0.0044;2.6E-5;29.600;6.957;0.1938;2.4E-6;29.600;4.142;0.1154;-1.7E-5;29.600;3.925;0.1093;1.2E-5;29.600;9.491;0.2643;-3.7E-7;29.600;4.175;0.1163;8.3E-6;29.600;5.451;0.1518;-1.2E-6
14.850;0.176;0.0049;;29.700;7.032;0.1959;2.3E-6;29.700;4.222;0.1176;-1.7E-5;29.700;4.001;0.1114;1.2E-5;29.700;9.491;0.2643;-4.0E-7;29.700;4.230;0.1178;8.1E-6;29.700;5.503;0.1533;-1.1E-6
14.900;0.196;0.0055;2.6E-5;29.800;7.106;0.1979;2.2E-6;29.800;4.331;0.1206;-1.6E-5;29.800;4.086;0.1138;1.1E-5;29.800;9.491;0.2643;-4.2E-7;29.800;4.277;0.1191;7.9E-6;29.800;5.561;0.1549;-1.1E-6
14.950;0.218;0.0061;;29.900;7.174;0.1998;2.0E-6;29.900;4.464;0.1243;-1.5E-5;29.900;4.167;0.1161;1.1E-5;29.900;9.491;0.2643;-4.0E-7;29.900;4.329;0.1206;7.8E-6;29.900;5.620;0.1565;-1.1E-6
15.000;0.242;0.0067;2.6E-5;30.000;7.248;0.2019;1.9E-6;30.000;4.604;0.1282;-1.4E-5;30.000;4.251;0.1184;1.0E-5;30.000;9.491;0.2643;-4.0E-7;30.000;4.376;0.1219;7.5E-6;30.000;5.678;0.1582;-1.0E-6
15.050;0.264;0.0073;;30.100;7.332;0.2042;1.8E-6;30.100;4.750;0.1323;-1.2E-5;30.100;4.337;0.1208;9.9E-6;30.100;9.491;0.2643;-3.6E-7;30.100;4.450;0.1239;7.2E-6;30.100;5.738;0.1598;-1.0E-6
15.100;0.286;0.0080;2.6E-5;30.200;7.413;0.2065;1.7E-6;30.200;4.902;0.1365;-1.1E-5;30.200;4.425;0.1232;9.4E-6;30.200;9.491;0.2643;-3.4E-7;30.200;4.533;0.1263;6.8E-6;30.200;5.788;0.1612;-1.0E-6
15.150;0.308;0.0086;;30.300;7.499;0.2089;1.6E-6;30.300;5.038;0.1403;-1.1E-5;30.300;4.510;0.1256;9.0E-6;;;;;30.300;4.609;0.1284;6.6E-6;30.300;5.847;0.1628;-9.3E-7
15.200;0.330;0.0092;2.6E-5;30.400;7.567;0.2107;1.5E-6;30.400;5.152;0.1435;-9.9E-6;30.400;4.588;0.1278;8.6E-6;;;;;30.400;4.676;0.1302;6.3E-6;30.400;5.914;0.1647;-9.2E-7
15.250;0.350;0.0098;;30.500;7.633;0.2126;1.4E-6;30.500;5.253;0.1463;-9.4E-6;30.500;4.659;0.1298;8.3E-6;;;;;30.500;4.742;0.1321;6.1E-6;30.500;5.986;0.1667;-8.9E-7
15.300;0.369;0.0103;2.5E-5;30.600;7.702;0.2145;1.4E-6;30.600;5.353;0.1491;-8.8E-6;30.600;4.719;0.1314;8.0E-6;;;;;30.600;4.810;0.1340;6.0E-6;30.600;6.071;0.1691;-7.9E-7
15.350;0.386;0.0108;;30.700;7.775;0.2166;1.2E-6;30.700;5.455;0.1519;-8.3E-6;30.700;4.778;0.1331;7.8E-6;;;;;30.700;4.873;0.1357;5.8E-6;30.700;6.156;0.1715;-7.8E-7
15.400;0.402;0.0112;2.5E-5;30.800;7.854;0.2188;1.1E-6;30.800;5.561;0.1549;-7.7E-6;30.800;4.840;0.1348;7.5E-6;;;;;30.800;4.921;0.1371;5.7E-6;30.800;6.233;0.1736;-7.3E-7
15.450;0.418;0.0116;;30.900;7.937;0.2211;9.8E-7;30.900;5.664;0.1578;-7.2E-6;30.900;4.902;0.1365;7.2E-6;;;;;30.900;4.959;0.1381;5.6E-6;30.900;6.294;0.1753;-7.3E-7
15.500;0.430;0.0120;2.5E-5;31.000;8.024;0.2235;8.8E-7;31.000;5.773;0.1608;-6.8E-6;31.000;4.957;0.1381;7.0E-6;;;;;31.000;4.995;0.1391;5.4E-6;31.000;6.340;0.1766;-7.2E-7
15.550;0.441;0.0123;;31.100;8.101;0.2256;8.3E-7;31.100;5.883;0.1638;-6.3E-6;31.100;5.006;0.1394;6.9E-6;;;;;31.100;5.056;0.1408;5.2E-6;31.100;6.387;0.1779;-8.0E-7
15.600;0.451;0.0126;2.5E-5;31.200;8.163;0.2274;7.6E-7;31.200;5.983;0.1666;-5.9E-6;31.200;5.055;0.1408;6.7E-6;;;;;31.200;5.119;0.1426;5.1E-6;31.200;6.436;0.1792;-7.6E-7
15.650;0.463;0.0129;;31.300;8.218;0.2289;7.9E-7;31.300;6.077;0.1693;-5.6E-6;31.300;5.100;0.1421;6.5E-6;;;;;31.300;5.176;0.1442;4.9E-6;31.300;6.489;0.1807;-7.4E-7
15.700;0.479;0.0133;2.5E-5;31.400;8.283;0.2307;7.0E-7;31.400;6.164;0.1717;-5.3E-6;31.400;5.151;0.1435;6.4E-6;;;;;31.400;5.243;0.1460;4.8E-6;31.400;6.538;0.1821;-7.2E-7
15.750;0.496;0.0138;;31.500;8.350;0.2326;6.3E-7;31.500;6.250;0.1741;-5.0E-6;31.500;5.206;0.1450;6.2E-6;;;;;31.500;5.305;0.1477;4.7E-6;31.500;6.588;0.1835;-6.6E-7
15.800;0.517;0.0144;2.5E-5;31.600;8.416;0.2344;5.9E-7;31.600;6.355;0.1770;-4.7E-6;31.600;5.268;0.1467;6.0E-6;;;;;31.600;5.358;0.1492;4.5E-6;31.600;6.635;0.1848;-7.0E-7
15.850;0.537;0.0150;;31.700;8.487;0.2364;5.4E-7;31.700;6.481;0.1805;-4.4E-6;31.700;5.333;0.1485;5.8E-6;;;;;31.700;5.404;0.1505;4.4E-6;31.700;6.679;0.1860;-6.5E-7
15.900;0.556;0.0155;2.5E-5;31.800;8.564;0.2385;4.5E-7;31.800;6.589;0.1835;-4.1E-6;31.800;5.399;0.1504;5.6E-6;;;;;31.800;5.446;0.1517;4.3E-6;31.800;6.718;0.1871;-6.3E-7
15.950;0.575;0.0160;;31.900;8.639;0.2406;4.1E-7;31.900;6.681;0.1861;-3.9E-6;31.900;5.466;0.1522;5.4E-6;;;;;31.900;5.468;0.1523;4.3E-6;31.900;6.758;0.1882;-5.7E-7
16.000;0.594;0.0165;2.5E-5;32.000;8.696;0.2422;3.1E-7;32.000;6.756;0.1882;-3.8E-6;32.000;5.532;0.1541;5.2E-6;;;;;32.000;5.493;0.1530;4.2E-6;32.000;6.802;0.1894;-5.6E-7
16.050;0.613;0.0171;;32.100;8.745;0.2436;2.6E-7;32.100;6.838;0.1904;-3.6E-6;32.100;5.595;0.1558;5.0E-6;;;;;32.100;5.535;0.1542;4.2E-6;32.100;6.852;0.1908;-5.7E-7
16.100;0.628;0.0175;2.5E-5;32.200;8.793;0.2449;2.8E-7;32.200;6.912;0.1925;-3.4E-6;32.200;5.664;0.1578;4.8E-6;;;;;32.200;5.587;0.1556;4.0E-6;32.200;6.915;0.1926;-5.3E-7
16.150;0.644;0.0179;;32.300;8.818;0.2456;2.5E-7;32.300;6.995;0.1948;-3.3E-6;32.300;5.730;0.1596;4.7E-6;;;;;32.300;5.638;0.1570;4.0E-6;32.300;6.976;0.1943;-5.3E-7
16.200;0.658;0.0183;2.5E-5;32.400;8.822;0.2457;3.1E-7;32.400;7.072;0.1970;-3.1E-6;32.400;5.793;0.1613;4.6E-6;;;;;32.400;5.696;0.1586;3.8E-6;32.400;7.040;0.1961;-5.0E-7
16.250;0.672;0.0187;;32.500;8.833;0.2460;2.4E-7;32.500;7.150;0.1992;-3.0E-6;32.500;5.872;0.1635;4.4E-6;;;;;32.500;5.751;0.1602;3.8E-6;32.500;7.103;0.1978;-5.3E-7
16.300;0.686;0.0191;2.5E-5;32.600;8.858;0.2467;2.6E-7;32.600;7.235;0.2015;-2.8E-6;32.600;5.958;0.1659;4.2E-6;;;;;32.600;5.809;0.1618;3.7E-6;32.600;7.166;0.1996;-5.1E-7
16.350;0.697;0.0194;;32.700;8.859;0.2468;2.2E-7;32.700;7.309;0.2036;-2.7E-6;32.700;6.038;0.1682;4.0E-6;;;;;32.700;5.865;0.1634;3.6E-6;32.700;7.234;0.2015;-5.2E-7
16.400;0.708;0.0197;2.4E-5;32.800;8.858;0.2467;2.4E-7;32.800;7.372;0.2053;-2.6E-6;32.800;6.112;0.1702;3.9E-6;;;;;32.800;5.916;0.1648;3.5E-6;32.800;7.295;0.2032;-4.6E-7
16.450;0.723;0.0201;;32.900;8.858;0.2467;3.0E-7;32.900;7.425;0.2068;-2.6E-6;32.900;6.186;0.1723;3.8E-6;;;;;32.900;5.972;0.1663;3.4E-6;32.900;7.353;0.2048;-4.4E-7
16.500;0.740;0.0206;2.4E-5;33.000;8.856;0.2467;2.9E-7;33.000;7.468;0.2080;-2.6E-6;33.000;6.247;0.1740;3.7E-6;;;;;33.000;6.029;0.1679;3.3E-6;33.000;7.394;0.2059;-4.5E-7
16.550;0.756;0.0210;;33.100;8.855;0.2466;3.0E-7;33.100;7.501;0.2089;-2.6E-6;33.100;6.297;0.1754;3.5E-6;;;;;33.100;6.090;0.1696;3.2E-6;33.100;7.427;0.2069;-4.8E-7
16.600;0.767;0.0213;2.4E-5;33.200;8.856;0.2467;3.0E-7;33.200;7.535;0.2099;-2.5E-6;33.200;6.354;0.1770;3.5E-6;;;;;33.200;6.154;0.1714;3.1E-6;33.200;7.468;0.2080;-4.8E-7
16.650;0.779;0.0217;;33.300;8.856;0.2467;2.8E-7;33.300;7.584;0.2112;-2.4E-6;33.300;6.409;0.1785;3.4E-6;;;;;33.300;6.202;0.1727;3.1E-6;33.300;7.513;0.2093;-4.4E-7
16.700;0.790;0.0220;2.4E-5;33.400;8.856;0.2467;2.1E-7;33.400;7.644;0.2129;-2.4E-6;33.400;6.473;0.1803;3.2E-6;;;;;33.400;6.260;0.1743;3.0E-6;33.400;7.556;0.2104;-3.9E-7
16.750;0.804;0.0224;;33.500;8.856;0.2467;2.1E-7;33.500;7.711;0.2148;-2.3E-6;33.500;6.550;0.1824;3.1E-6;;;;;33.500;6.315;0.1759;3.0E-6;33.500;7.604;0.2118;-3.8E-7
16.800;0.820;0.0228;2.4E-5;33.600;8.856;0.2467;1.8E-7;33.600;7.791;0.2170;-2.2E-6;33.600;6.613;0.1842;3.1E-6;;;;;33.600;6.373;0.1775;2.9E-6;33.600;7.654;0.2132;-3.7E-7
16.850;0.834;0.0232;;33.700;8.856;0.2467;2.3E-7;33.700;7.879;0.2195;-2.1E-6;33.700;6.663;0.1856;3.0E-6;;;;;33.700;6.426;0.1790;2.9E-6;33.700;7.702;0.2145;-4.1E-7
16.900;0.848;0.0236;2.4E-5;33.800;8.856;0.2467;2.1E-7;33.800;7.970;0.2220;-2.0E-6;33.800;6.704;0.1867;2.9E-6;;;;;33.800;6.450;0.1796;2.8E-6;33.800;7.742;0.2156;-3.9E-7
16.950;0.858;0.0239;;33.900;8.856;0.2467;1.8E-7;33.900;8.061;0.2245;-1.9E-6;33.900;6.742;0.1878;2.9E-6;;;;;33.900;6.464;0.1800;2.8E-6;33.900;7.775;0.2166;-4.1E-7
17.000;0.864;0.0241;2.4E-5;34.000;8.856;0.2467;1.6E-7;34.000;8.137;0.2266;-1.9E-6;34.000;6.778;0.1888;2.8E-6;;;;;34.000;6.516;0.1815;2.7E-6;34.000;7.802;0.2173;-3.8E-7
17.050;0.866;0.0241;;34.100;8.856;0.2467;1.9E-7;34.100;8.204;0.2285;-1.8E-6;34.100;6.814;0.1898;2.8E-6;;;;;34.100;6.615;0.1842;2.7E-6;34.100;7.838;0.2183;-3.7E-7
17.100;0.869;0.0242;2.4E-5;34.200;8.856;0.2467;2.2E-7;34.200;8.267;0.2303;-1.7E-6;34.200;6.847;0.1907;2.8E-6;;;;;34.200;6.734;0.1876;2.5E-6;34.200;7.885;0.2196;-3.7E-7
17.150;0.875;0.0244;;34.300;8.856;0.2467;2.3E-7;34.300;8.336;0.2322;-1.6E-6;34.300;6.879;0.1916;2.7E-6;;;;;34.300;6.849;0.1907;2.4E-6;34.300;7.944;0.2212;-3.5E-7
17.200;0.878;0.0245;2.4E-5;34.400;8.856;0.2467;1.9E-7;34.400;8.407;0.2342;-1.6E-6;34.400;6.913;0.1925;2.6E-6;;;;;34.400;6.893;0.1920;2.4E-6;34.400;8.003;0.2229;-3.9E-7
17.250;0.878;0.0245;;34.500;8.856;0.2467;1.8E-7;34.500;8.473;0.2360;-1.5E-6;34.500;6.954;0.1937;2.6E-6;;;;;34.500;6.891;0.1919;2.3E-6;34.500;8.063;0.2246;-3.3E-7
17.300;0.880;0.0245;2.4E-5;34.600;8.856;0.2467;1.9E-7;34.600;8.534;0.2377;-1.4E-6;34.600;6.998;0.1949;2.5E-6;;;;;34.600;6.890;0.1919;2.3E-6;34.600;8.121;0.2262;-3.6E-7
